Review,Review_Score
"Philippe's place is super clean, quiet and exactly as described. It's easy to get to and in a perfect location close to shops and great restaurants, and also for getting downtown. Would definitely stay here again!",9.0
"Nothing to say, excellent stay and superb apartment, it's the second time I go there.",9.0
Had a great stay at Philippe. Would stay again!,9.0
Very good value for the price! A beautiful location to discover Montreal,9.0
Very good value for the price! A beautiful location to discover Montreal,9.0
"Charming hosts, comfortable apartment and very clean. In a beautiful neighborhood close to a commercial street.",9.0
This apartment is very cute and comfortable. It's centrally located and convenient to shops and the metro. I highly recommend this place! It feels cozy and homey right away.,9.0
Good apartment in a trendy neighborhood. Noisy street when windows are open.,9.0
nan,9.0
"Philippe's apartment is located in the picturesque Plateau Mont-Royal neighborhood, where all the houses with their exterior staircases are typical of Montreal. It is well equipped and pleasant, easy to access from the Laurier metro station (a 15-minute walk) or by bus (an stop directly in front of the house). Access to downtown and Mount Royal is also very easy and quick. It's also close to a commercial street and a convenient Metro supermarket. Philippe and his wife are charming and very welcoming. Our stay was very pleasant.",9.0
"Safe place next to a beautiful park, the house is very clean and everything works perfectly. The bus stop is just a few meters from the house, and the subway is a 10-minute walk away.  

Very good experience and comfortable house, simply perfect!",9.0
In a great location with many small restaurants and coffee shops nearby. Close to the metro and bus stops. Philippe was very quick at responding to texts or emails. Good value.,9.0
"A fabulous neighborhood and tremendous value. Communicative, kind, and accessible hosts. I would definitely stay at this property again without hesitation. A+",9.0
Very nice for three people. We'll be back!,9.0
"Very accommodating host and great location - Rue Laurier has lots of lovely independent boutiques, cafes and restaurants.",9.0
The location is the best thing about this rental!,9.0
"OMG!!! The place is lovely. My partner and I were visiting Montreal, a very romantic city. Philippe's place is everything you see in the pics. Amazing place. Everything is near to the apartment. If you use public transportation, the bus passes in front of the apt. Amazing! Clean and nice. 

We want to go back to Montreal soon, definitely want to stay in Philippe's place again. Thanks Philippe.",9.0
Very nice apartment in a great location. Philippe is responsive to answer your questions!,9.0
Please provide the text you would like me to translate into English. 😊,9.0
"Great place, lots of light and a cool top-floor apartment. Very close to everything you'd need, but you'll need to drive or take the metro to downtown or wherever the clubs are. Very cozy feeling and I'm glad we stayed there!",9.0
"Very beautiful apartment, very well located and very quiet in the Plateau. Very well equipped. Excellent stay.",9.0
Clean place to stay. Free street parking available.,9.0
"Perfect little spot on the edge of the plateau. Great location, close to everything, with a quick metro ride or cheap Uber to anywhere. Had a fantastic stay in this charming, comfortable, and cozy spot. Thanks Philippe and Sandra!",9.0
"Great location! Many restaurants within walking distance! Parking was a little tricky, but we got lucky!",9.0
"Our long weekend stay was great! There were good places to eat right down the street, and plenty of other good things to do within a short Uber ride away. My only issue was that the wifi was really slow and inconsistent. I kept just using my phone data to access maps and plan our outings. If I had work to do and was relying on the wifi to send emails with attachments, it would have been very frustrating. Also, the bathroom is very small - there's almost no leg room in front of the toilet. Aside from those two things though, everything else was great. I was nervous about finding street parking, but we always managed to find a decent spot.",9.0
"Perfect apartment conforming to the description, very well located near shops and the metro, and a great park!",9.0
"A real bargain: good location, comfortable, great hosts.",9.0
"Great location, 2 bedrooms, great value. Phillippe offered suggestions for dining in the area and was quick to respond to my parking questions. Never had an issue with parking. Would definitely stay again.",9.0
Philippe had a lovely place. There was a very helpful map that showed all the necessary local stores and eating spots. The place was tidy and offered everything we needed. Definitely recommend!,9.0
"Prepare your swimsuit, the pool at Parc Laurier is very pleasant (free) if you are passing through in summer. Otherwise, the neighborhood is very friendly with many shops nearby. The apartment is clean and conforms to the listing.",9.0
"Welcome, well-located apartment in a pleasant neighborhood.",9.0
Ideal location,9.0
"Philippe was a good host, the apartment is well located and was clean. It has two good-sized rooms, a large kitchen, and air conditioning. Just keep in mind that there are no dish soap or body wash/shampoo. Overall, a good experience.",9.0
"According to the description, the accommodation is nice and practical",9.0
"Clean, well-located, bigger than expected :)",9.0
"Well-located apartment. Ideal for visiting Montreal. Some minor improvements could be made, but overall very good value for money.",9.0
"A charming apartment that retains its old-world charm, with beautiful parquet floors, moldings, small rooms, and a cozy atmosphere...  Located in a typical house in the Plateau neighborhood.

The owners are friendly and a good address book for nearby shopping is provided. The TV box program also offers radio channels.",9.0
Good location. Easy check-in. Great base for exploring Montreal.,9.0
"WELCOME, RE-ACTIVATE, SPACIOUS AND COMFORTABLE APARTMENT IN A GREAT LOCATION! 
WE RECOMMEND IT!",9.0
"Thank you, Philippe and Sandra, for this wonderful stay, our parents had a very pleasant time. The apartment was very functional and clean for adults. You were always available and attentive. We will recommend you without hesitation. Thank you again!",9.0
"Overall good stay at Philippe's place.

The keypad was problematic to the point of getting locked out, but apparently that was due to a battery issue.

The apartment is nice but not very comfortable for relaxing and socializing for more than one hour.",9.0
"Apartment as described, well-located near Mont Royal Street and restaurants. Perfect for a stay in Montreal!",9.0
"Apartment as shown in the photos. Super sunny apartment. 

The owners live just below. They are friendly!",9.0
"Great location, very spacious, bright kitchen - had everything we needed for a comfortable 5 nights in Montreal.",9.0
Nice and clean place with all basic amenities.,9.0
"We had a good stay at Philippe's apartment. It's basic, but it has everything you need and is great value for the price. We really appreciated the self-check-in and key code lock, which made our arrival and departure really easy and we didn’t have to worry about trying to coordinate around specific times. It was also great not to have to carry around keys! The apartment is within walking distance (right down the block) to a grocery store, liquor store, pharmacy as well as some restaurants and coffee shops and is also not a far walk to more options on Avenue du Mont-Royal. There is a bus stop right at the corner beside the apartment, but it is a bit longer of a walk to the metro (around 15 minutes). Just a note that the bed is a little firmer than usual, but that might just be personal preference. The apartment comes with all the basics you’ll need. Philippe was easy to communicate with and very responsive. Great spot for a home base in Montreal!",9.0
"The apartment is silent and very well located for the bus and metro. Many restaurants nearby. 
Quick communication with Philippe!

I will definitely go back to it on my next visit to Montreal!",9.0
"The place was as expected in the pictures, you could say it was a little better even in real life. The host was really nice and flexible with the arrival time since I got late. He lives on the floor downstairs of the Airbnb so he was really helpful and caring during my stay. Thank you for your hospitality.",9.0
"This is a clean, well-appointed property in a lovely location. Communication was excellent, and everything was cozy and comfortable.",9.0
"Translation: ""Very good, I can't ask for anything better. I had some questions that Steven answered very quickly, and I just have good feedback.""",9.0
"Everything is equipped, kitchen and TV. However, we came because, according to the description, there is a bedroom and a sofa bed in the living room. However, there is no bedroom and it is impossible to sleep on the sofa bed.

It's a shame about the false description because otherwise, it's a nice place to live.",9.0
"This is a very nice apartment, clean and fully equipped. My friend and I really enjoyed our stay in this accommodation. I recommend it to you.",9.0
"The room is clean and independent. 
Steven is very kind and I stayed very comfortably.",9.0
"Steven's apartment was perfect! 
There were plenty of free parking spots around and it was a quiet place. My colleague and I were on business trip and the location was perfect for our needs. The bed was very comfortable too. We won't hesitate to book again if we need accommodation during our next visit to Montreal.",9.0
"It was a very clean and nice, cozy apartment. Everything was there, so there was nothing uncomfortable. You could reach downtown via the subway. Highly recommend!",9.0
"Steven's place is as pictured...Clean, cozy, convenient and very comfortable! It was definitely a great place to stay and if I come back to Montreal again I would love to stay there!",9.0
A quiet and clean place,9.0
Clean housing near the metro and for impact! Perfect housing for 2! I recommend it.,9.0
"Very nice experience at Steven's! Very good value for money. The apartment was well-located, clean, convenient, warm and well-equipped! Steven was very friendly. He took the time to welcome us and explain everything to us. I would stay again in this apartment without hesitation! Thanks Steven!",9.0
"Wonderful place to stay! Clean, well-equipped, within walking distance of many amenities and public transportation. Would definitely recommend. The host is very accommodating and friendly!",9.0
"We were extremely satisfied with the location and recommend it without hesitation. Beautiful, clean, very clean!, quiet, nice welcome, free parking on the street. The apartment has been completely renovated tastefully. Have a good stay!",9.0
"Great Studio. Well-equipped kitchen and bathroom... very cozy and very clean. Excellent location close to a park and shopping centers. I can't wait to go back. Thank you, Steven.",9.0
The place was clean and very close to public transportation. It is nice for two people. The host was helpful and responsive in their communication.,9.0
"Steven's place was wonderful, better than we expected. The location was great, within a four-block walk to the metro. The accommodation was very clean and modern, and the bed was very comfortable. The price was really fair, especially for the quality of the furnishings. Steven was very accommodating and was a great help at check-in. Thanks again, Steven.",9.0
"This was the first time we booked on Airbnb and it was a wonderful experience. Steven was very prompt in answering our questions and was also very welcoming.  We had no difficulty finding this apartment as it was near the Cadillac metro station. It was very clean and everything inside had been remodeled so it had a feeling of luxury.  It had everything we needed from towels to kitchenware and refrigerator and microwave and toaster.  The TV was right in front of the bed and was filled with Netflix and other apps, so you could choose movies or TV shows from a large variety of choices. The apartment was about 2 blocks from the metro so it was very convenient to get to downtown, maybe in about 8 minutes. 

I would recommend it to anyone looking for a place to stay in Montreal!",9.0
"Great place, close to downtown Montreal. Thanks Steven! Would definitely recommend!",9.0
"Our place was tidy and cozy. There was everything a traveler would need, including all the utilities needed to cook and clean with, as well as extra towels and bathroom amenities. Our neighbors upstairs were a little noisy (you can hear their footsteps), as they had a small child or perhaps several who would run around in the mornings as well as late at night. When their doorbell rings, the lights inside the apartment will flash, and an alarm will sound. It is in a basement, but the location is fantastic. There was a nice park across the street, and it was only a few hundred meters from the subway, which will take you into the city in less than half an hour. Unfortunately, we did lose our key, and had to pay the most expensive option to regulate the situation. If this happens to you, purchase a Weiser SmartKey Relocking set at Walmart or Home Depot, a few kilometers away from the apartment for $15 to re-key it yourself, as the lock is a Weiser Smartkey lock, which does not need to be replaced to be re-keyed. With that said, be advised that since there is no security deposit, any potential damages will have to be discussed between you and your host. Other than losing our key and having to replace an entire lock rather than getting a new set of keys, we had a great time in Montreal and enjoyed our stay in Steven's lodging.",9.0
Prime location for your camera!,9.0
"A great experience! This was our first time visiting Montreal and the location of this apartment worked out very well. What a great value! It took us about 7 minutes or so to walk to the Metro in the morning which was incredibly easy to use. The area where the apartment is located is quiet and residential. The apartment was clean and felt brand new. Steven was very helpful and easy to communicate with. Easy and straightforward check-in and check-out. If (when) we're back in Montreal, we'll certainly book again!",9.0
"Pleasant accommodation, clean you would say entirely renovated with possibility of parking nearby.

Around 300m walk from the metro station, 20m walk from a park, 2km from the Olympic Park.

Friendly and clear owner.

Thank you so much!

We recommend it.",9.0
This place was exactly as advertised. We had a great time in Montreal and a pleasant stay here.,9.0
"Super clean, though small, apartment with easy parking (except Monday afternoons!) and easy access to rentable bikes (a 10-minute ride to the botanical gardens, 5 minutes to the biodome. Attention: when you rent the bikes, you'll be charged extra for trips over 30 minutes).  

About a 20-minute drive to downtown Montreal. Not a great food scene nearby, so expect to drive or bike your way to something. 

The apartment itself is fine—a bit warm in the summer—the bed isn't super comfortable, but that was our only complaint. Super clean, newly renovated, quiet area. Great value!",9.0
"Excellent experience! Apartment as per photos, well-equipped and very clean, close to the Cadillac metro station. Close to supermarkets and some restaurants too. 

Steven was unable to receive us upon our arrival, but his neighbor took care of it and we were very well received. 

Excellent value for money.

If we return to Montreal, we will definitely go back to Steven's.",9.0
"Stevens' place was great! It was so clean and new, and it had everything we needed right there available for us. He was very accommodating, friendly, and easy to deal with. Great price, great value. Highly recommend!",9.0
"Fidele to the photos, the bachelor apartment is partially renovated, clean and the bed is comfortable. Steven is very welcoming and professional, and gives good advice. The apartment is a bit secluded compared to the metro (800 meters), but is well-served by the bus (200 meters) so quite convenient (Website hidden by Airbnb). Recommend",9.0
"Studio with meticulous decoration and very clean. We highly recommend it. Steven is readily available to assist us and always willing to be accommodating. Quiet and residential neighborhood within less than 10 minutes of the metro. Very good stay, even though it was short, in this accommodation.",9.0
"I haven't been disappointed by the proximity to all amenities: metro, shops, greenery and tranquility.",9.0
"Phenomenal spot if you're traveling solo! Close to the metro, but in a nice residential area so you're not surrounded by the hustle and bustle of the city. This apartment is very clean and well-maintained. I would highly recommend it to anyone!",9.0
Perfect for couples I love this place,9.0
"Photos are accurate; the place is very nice and clean. The metro station is about a 10-minute walk away, which isn't bad. He didn't meet us but he was very good at communicating with me through messages so everything was clear. I could ask questions if I had any and they were answered very quickly. Overall, it was a perfect stay for me!",9.0
Great place! Would definitely recommend to friends and family visiting Montreal.,9.0
Apartment as per the photos. Communication with Steven was very good.,9.0
Nice place. We arrived very late and Steven still welcomed us and showed us around.,9.0
"At Steven's house is very comfortable. It is close to a train station, from where we can get around the city. Steven was waiting for us to check in and explained everything about the property and gave us tips on the city. The neighborhood is very quiet and safe.",9.0
"Great host, nice place. Will definitely stay again.",9.0
Steven was very welcoming! The place was small but very cozy for a 2-night stay. Parking near the place was pretty easy even during the weekend since it's close to a park. It was a very comfortable stay and we will definitely be back if we decide to visit Montreal again!,9.0
"Steven is very welcoming, a very comfortable and very practical apartment!!! We will definitely come back to him when we return to Montreal! I highly recommend him.",9.0
Steven was welcoming and communicative. The place is clean and has everything you would need for travel.,9.0
"Steven is very welcoming, the accommodation is close to public transport, clean and well decorated.",9.0
Clean apartment matching the photos. Easy parking nearby. I highly recommend it without hesitation.,9.0
Home away from home. Perfect stay from check-in to check-out.,9.0
"Very clean and cozy, it was a real pleasure spending a few days in Montreal at Steven's apartment.",9.0
"Super apartment near public transportation connecting the whole city! Steven is super nice and very flexible. His bachelor is neat, clean, and well-furnished! 

We highly recommend staying in this property, it was a truly great stay!",9.0
"The apartment was very clean and included everything we needed. The fold-out bed was comfortable. It is located near the metro, stores, and laundry. We enjoyed our stay and highly recommend it.",9.0
"I couldn't get a chance to meet Steven face-to-face, but he was always in touch and very helpful. 
The place is small but very nice and cozy. 
The location is good because it's near a metro station.",9.0
"This was a fantastic place to stay!
Clean, modern and easy to find.
Great communication and lots of parking on the street. Thanks Steven!",9.0
"The photo shows the house is 6211, but it's actually a garage. If you enter from the right side, you will see the house that belongs to Steven!  Although I mentioned ""down the driveway"" on Airbnb, the photos showed me the place as 6211. So I went there and made a mistake. It would have been better if I had taken a photo of the exact house location and how to get there. I'm so sorry for the inconvenience! The room was spacious and comfortable, perfect for hanging out with friends!",9.0
"Everything was perfect!! Thank you Steven, I'm going back there for sure!",9.0
"Very nice apartment and very clean, lots of comfort, quiet location not far from the city center.",9.0
"Great location, great deal, great host.",9.0
"The best thing about Steven's place is: it's exactly what is shown in the pictures. There is no mistake! It is close to the subway station, it's easy to find the place and it is spotless. Also, he is so gentle. We definitely would like to stay at his place in a future opportunity to visit Montreal.",9.0
Quiet neighborhood. Excellent communication with Steven. An additional address for my references.,9.0
"Nice place, great price.",9.0
"Three bees like people, I forgot something in the apartment at a visible place and I came back 10 meters after being separated and it had hidden my bag in a dirty clothes hamper. Beware!",9.0
"Steven is an excellent host and very accommodating. This property is close to a metro station, which means you have easy access to all the key places in Montreal. I would highly recommend this clean and cozy place.",9.0
"Steven takes care of his apartment. It is very clean, well-equipped and close to everything. I thank Steven for his punctuality, availability and especially the quality of his welcome. I have no hesitation in returning.",9.0
I would stay here again! Very cozy and cute apartment!,9.0
"Excellent place for a great price. The inside is well-furnished and newly renovated. Everything is clean. The bathroom was a good size, the kitchen included the necessities, and the bed space/living area was comfortable, as a bonus the host includes free Netflix and wifi. I would return to this location in the future.",9.0
Great stay! Very clean and spacious.,9.0
Steven was an awesome host. He was very dedicated to ensuring everything ran smoothly for me. His space was pretty clean and sparkling. I highly recommend this place.,9.0
Super clean. Excellent communication. Ample parking. Will definitely return.,9.0
"Such a cute bachelor apartment, loved the Murphy bed! Great location, lots of parking around in the neighborhood if you're going to be driving. TV, wifi, kitchen and all the amenities you can think of. Most importantly, it's sparkling clean! Steven is very nice, hospitable and communicative.",9.0
The place is super clean and really looks like the pictures. Steven answered fast. It looks like a big and comfortable hotel room. The shower cabin is small though. I will definitely stay here next time and I highly recommend it.,9.0
"Steven was a great host, very responsive through text when our flight came in late. He waited an additional hour to greet us and show us around the apartment upon arrival. While not close to downtown Montreal, it was very close to transit which made commuting very easy. Space was clean and as advertised.",9.0
"Steven's place is clean, has all the basic necessities, and is semi-close to a subway station (a 10-minute walk followed by a 30-minute subway ride to the city center). I would definitely recommend this if you are looking for a cheap place in a quiet neighborhood.",9.0
"Steven's place is so cute and cozy. It is just as described, or even better. It has absolutely everything you need for a comfortable stay. Plus he was very nice taking his time to check us in and show us how everything worked in the apartment. Thank you Steven!",9.0
Nice place at a good price.,9.0
"Cute apartment for staying in while in Montreal, short walk to the metro. Very clean and Steven was a great host!",9.0
"Great value. Conveniently located between 2 metro stations and a Bixi bike station around the corner. About 30 minutes from Old Montreal. 

Steven was a welcoming host and very accommodating - we had a late check-in but he was flexible. The place is clean and comfortable. Definitely recommend if you don't mind not being walking distance to everything and looking for a bargain.",9.0
Great place for a great price,9.0
"Unbeatable for the price! Extremely clean space equipped with everything you would need for your stay. Just a few minutes walk from the metro which takes you right downtown. Nice and quiet neighborhood. Check-in and check-out were both super easy. All in all, I would definitely stay at Steven’s place again!",9.0
A big thank you to Steven for his hospitality and his accommodation. It is very well located in a residential neighborhood and close to the metro. The apartment is really great for a weekend in Montreal,9.0
"Great location, so easy to get around via subway and nearby supermarkets. Steven was more than obliging when we were running a bit late, which we were very grateful for after our long drive. He came to meet us in person and showed us everything in the studio. It's a downstairs basement unit with a great kitchen. The bed was comfortable, parking is on the street which was sometimes busy but still managed to get one close by. We would definitely book again.",9.0
Overall very good. Would consider using again,9.0
"Translation: Perfectly as advertised, very clean and warm, ideal for a couple!",9.0
Steven's place is a nice and small apartment located a short drive from downtown Montreal. He was incredibly responsive to queries and very accommodating overall!,9.0
This apartment is just perfect at all levels! It exceeded my expectations! I often rent Airbnbs and this one is ideal for Montreal! Steven is always available!,9.0
Steven is a great host and the place is very clean and comfortable. It's a pretty nice place!,9.0
"Steven was great. Although my check-in time didn't fit his schedule, he ensured the process was seamless for me. He was also very quick to respond and handle any kind of questions or concerns.

Thank you, Steven!",9.0
Perfectly clean. Perfect for minimalist travelers. The host was very accommodating.,9.0
A beautiful space for a cozy getaway to Montreal :),9.0
"Everything was perfect. 15-20 minutes from downtown. The place was sparkling clean and everything exceeded my expectations. Overall, it was a great stay.",9.0
Well maintained & cozy apartment!,9.0
Small apartment in a great location! Steven is very responsive to messages :) I recommend,9.0
"Steven is a great host. His place was very clean, organized, and tidy. The place was also near the subway station, making transportation easier.",9.0
"Very accessible bachelor, very clean and well-kept, I recommend it without hesitation, the host is very responsive to our requests.",9.0
The host cancelled this reservation 12 days before arrival. This is an automated message.,8.0
"Great location. The apartment was a little messy and dusty. The walls are very thin so we had problems sleeping because of the noise from the neighbors, besides the apartment being very hot (the fan wasn't enough). However, there weren't enough towels for the four of us (the ones we had were dirty and smelled bad).",8.0
"Apartment very well located within walking distance of the Old Port, Vieux Montreal and all amenities (restaurants, grocery stores, gas station, automatic laundromat...). Mount Royal Park is also accessible on foot for those who enjoy walking (we did it with our 5 and 8 year old children without any problems), as is Île Ste-Hélène by metro (10 minutes from the apartment).

Easy parking in the neighborhood, just be careful of the different parking signs because there are specific days and hours of parking for each zone.

The building is however a bit old with an exterior staircase that is slightly dangerous if you have children.",8.0
Great location. Lovely house. Larger than it appears in the photos. Pet-friendly. Highly recommend!,10.0
"Gorgeous home even better in person. The private parking spot is tight; we rented a van. Street parking is annoying as there are restrictions. We got two parking tickets! 

Great city with lots of parks, bakeries, markets and restaurants. Short walk to the subway. Can't wait to visit again",10.0
"This house has a lot of charm. Ideally located, it allows you to enjoy the attractions of the plateau while being very quiet.",10.0
"While Jean-Francois was out of the country during our stay, he went above and beyond to make our experience enjoyable. This included lots of information and personal suggestions for dining and sightseeing, as well as excellent customer service including his friend who welcomed us upon our arrival. 

The apartment was very beautiful, comfortable, and welcoming! We were on a business trip and this apartment, with a terrace and a charming small garden, made us feel like we were on vacation after long days of work. We would definitely recommend staying here!",10.0
"Extraordinary apartments. Well located. (Restaurant, bar, bike path) 
On-site parking.",10.0
"We loved Jean-François's place. It was comfortable and close to everything. However, there was construction that started really early in the morning, around 7am in the morning! The construction noise woke us up and unfortunately was disruptive. Apart from the construction noise, the house was great and felt like home.",10.0
"Jean-François' place was delightful. It is a beautiful, two-story home in a charming neighborhood of Montreal. The home is clean, comfortable, and well-furnished. 

The off-street parking is tight. We were renting a Nissan Rouge, and it fit, but I don't think a larger vehicle would fit. This was fine because once we parked, we walked everywhere and the vehicle didn't move. 

We had a great stay and are already talking about coming back.",10.0
"It's a beautiful house. It's been lovingly decorated. Jean-Francois was easy to reach and stayed in touch with us. Excellent location with easy walking distance to bars, restaurants, and shops.",10.0
"Loved everything about this place, from the high ceilings, great kitchen, backyard patio, abundance of rooms to relax and recharge, this place was everything I hoped for. Central to most of Montreal, there is no trouble finding what you need from markets, coffee, parks, nightlife, and everything in between. I truly enjoyed my stay here.",10.0
"Jean-Francois was out of town during our stay, but he provided tons of information and recommendations for our weekend in advance, and we had no problem checking in late on our first night. This house is incredibly beautiful and spacious! There's so much to love - the art, the library upstairs, the kitchen, patio, and garden which we got to take advantage of with the fantastic weather during our stay. There was tons of room for our group of 3 couples to enjoy and recharge after wedding festivities for our friends downtown. Anything you need is within walking distance. I would highly recommend this place and would consider staying here again with my friends!",10.0
"Great location in Mont Royal neighborhood, 5 minutes walk to the Metro which we used every day. Lots of restaurants nearby and a coffee shop directly across the street. The house has excellent air conditioning and the TV is large and new.  The beds were comfortable. There's a lovely patio out back where we ate a couple of times. There's a pretty park a short walk away.",10.0
"Cool place. Close to the mountains and great food. Not too far from the laundromat. Ubers and traffic were definitely an issue from this location (one-way), but it was a minor inconvenience in what was otherwise a pretty good stay.",9.0
"My friends and I booked Mano's place for a bachelor party getaway. It was fantastic! Perfect for a group of 6-8 guys looking to hang out in one area. Considering the building was old, I was very surprised at how well insulated the sound was. We rarely heard neighbors, if at all.  I'd say the only tiny issue is that the place is a little dated. It's not fancy, but it's a great place to stay for a group of friends.",9.0
"The apartment is in an incredibly awesome location, within walking distance to all the cool bars, restaurants, and shops in trendy Mile End. The rooms and beds are spacious, and it's great value for money if you need a place for a group of people to stay.",9.0
"Our group of five rented Mano's place in Montreal for a long weekend bachelor party. The house had six separate bedrooms and was in a convenient location, so it worked great for our purposes.

The location is great, with many bars/restaurants close by. There is also a bike share station down the block and a 10-minute walk from the nearest metro. Overall, it was a great centralized location to see a lot of the city.",9.0
"Our stay at Mano's place was very good, easy and comfortable. Mano answered very quickly and was very nice to accommodate our needs. The apartment is a bit old, so you can hear the wooden floor squeak, but everything else is set up for guests to enjoy their stay. The apartment is huge! We are a family of six and we had space to spare! The furniture was different from that shown in the pictures, but other than that it was just as described. The neighborhood seemed safe. We had a few walks at night to a 24-hour grocery store just two blocks away and that was very convenient. Overall, we had a great time. We would definitely stay there again! Thanks Mano!",9.0
Thank you very much for the positive stay! =D,10.0
Awesome experience! Highly recommended!,10.0
Janie was very helpful with check-in and answering any questions we had. The place was clean and well-kept.,10.0
"It's a quiet, clean and comfortable place, the studio is well-equipped with everything we need, thank you!",10.0
What a pleasure it was to stay at her place!,10.0
"Comfortable, cozy and exactly as described. 5 minutes to the subway in a quiet but interesting neighborhood with typical Haitian and Thai restaurants. Janie is on top of things. Totally recommend!",10.0
"Space is very cozy, comfortable, and super clean. Public transportation is very close by, making travel easy. Janie was also very attentive and helpful. I would definitely return!",10.0
"If you're looking for a clean and private place to stay in a beautiful neighborhood, this is definitely the place to go. We found Janie to be very kind and personable, and we highly recommend booking with her.",10.0
"My accommodation was very clean and functional. The neighborhood was quiet, and the metro station was nearby. Janie was easily contactable to answer all our questions.",10.0
"Everything is perfect!

Our stay at Janie's studio was very pleasant.",10.0
The apartment was consistent with the description. Communication was perfect with the owner. I have nothing to complain about. I recommend it!,10.0
"Super studio, well-equipped and clean. 
Janie responds very quickly and is very friendly.",10.0
"I loved that the keys were in a numbered locked box because it gave me no pressure about when I could check in. The studio, bedding, and bathroom were very clean, it was quiet and peaceful. I did not meet Janie personally and it was fine as I was looking for rest. However, Janie was very quick to respond to any message and overall I'm giving a 10/10 to Janie and her studio because my expectations were met 100% based on what I read and viewed on the application. I recommend this studio and will definitely go there again if it is available. Thank you, Janie.",10.0
"Great stay at Janie's apartment. Janie was an excellent host, easy to communicate with and checked to make sure we got settled in ok etc. The apartment is cozy and clean, has everything you need for a short stay. A bit farther from some of the busier areas in Montreal but very close to a Bixi bike station and 10 mins to the metro station which is handy. Overall a good stay, would recommend and great value!",10.0
Accommodation met our expectations in terms of description and comfort. The accommodation was very comfortable with excellent equipment in good condition. Excellent communication with Janie. A 10-minute walk to the metro station is not unpleasant on the street with large trees. Perfect for our weekend in Montreal.,10.0
"This was our first time checking out Montreal, which is a beautiful city! Janie helped us out a lot. She responded quickly to my questions and made check-in pretty easy. She was nice enough to have us check-out later than 10 a.m., which gave us more time to have a latte at Crew Collective & Cafe in Old Montreal. 

Janie's place is beautiful, clean, and cozy. The neighborhood is quiet and everyone is welcoming. Her place is a little far from everything else but she is 10 minutes away from the Metro which made it easier for us to get to downtown Montreal. On the bright side you get to explore the beautiful scenery!!!!

Thank you for everything, Janie! Highly recommended!!!",10.0
"Small, well-equipped studio with impeccable cleanliness. Recommended for anyone seeking a reliable option in Montreal.",10.0
"Nice apartment! You can hear the neighbors upstairs, but otherwise it was nice and cozy. Perfect for a short stay!",10.0
"Janie's place was exactly how it looked in the pictures. It was a perfect space, not too big or too small, just right. She was very quick to answer any questions I had. I will definitely book at her place again. Loved the fact that I booked a night before and everything was up to par. I recommend staying here for anyone looking for a very cozy and quiet place to stay.",10.0
"Clean, quiet and close to the city. Enjoyable stay.",10.0
"This is a small studio that's really very clean, easy parking.",10.0
"My apartment is in the semi-basement and therefore has a very cozy side, which is highly appreciated during winter, even during the cold wave of Christmas 2017!! Excellent value for money - Easy access from the Jean Talon metro station and downtown is also well accessible. Convenience stores are nearby. Don't hesitate!",10.0
"I loved the location. Everything in Montreal is very spread out so even though it's 15 minutes from downtown by car, it takes a long time to walk anywhere. We went during January so the heating was awesome and we kept warm with the blankets provided for us on the bed. Some things to expect: there are some plumbing issues, so one water line shoots off in another direction when using the sinks and the shower. Also, the space is much smaller than I expected but it felt good for two people. Other than that, it was a very clean, convenient, and open space.",10.0
"Well-equipped and efficient studio, conveniently located with ample parking for your vehicle at the quiet Cartier location. We greatly enjoyed our stay.",10.0
"Great host, perfect location - the neighborhood is quiet with nearly everything you need within walking distance and access to public transportation. 10/10 would recommend and would stay again when in Montreal.",10.0
Quiet neighborhood,10.0
Loved Janie's place! Her apartment was very clean and well-stocked. Check-in was easy and the location was great. Would definitely recommend to others!,10.0
"We had a lovely stay at Janie's place. The apartment is well located, with easy access to public transport. Check-in was simple and flexible—which we really appreciated. The apartment is exactly as described, and is a really nice space to spend the weekend. Communication with Janie was great. We really enjoyed our stay.",10.0
"A charming little home that gives us the feeling of being at home. The neighborhood is quiet and even though public transportation isn't super convenient, the route to get there is very good. Everything about the stay was natural. Thank you to the host for the clear instructions. I highly recommend it without hesitation!",10.0
"Excellent location, easy and effective communication. All necessary items are available. I recommend it!",10.0
Recommendation!,10.0
"Janie was a friendly and communicative host and I had an easy, comfortable stay. Good space for one person or a couple. If you're used to set-up-for-purpose Airbnbs, keep in mind that someone lives here when it's not rented out. Villeray is a nice quiet neighborhood and apart from upstairs neighbors walking around, you don't get any noise, it's peaceful and quiet. Close to Metro stops, although I walked into town a couple of times... Montreal isn't that big anyway!",10.0
"We love the stay and the environment, the apartment is near the metro and bike sharing system, close to shops and parks. Janie is very responsive in her answers and very solicitous. 

Thank you for everything.",10.0
"This was my second time staying at Janie's place. Amazing as always! Great host, and amazing place! Definitely recommend.",10.0
"Studio stylish, clean and functional; check-in very easy even arriving after 10pm. Thank you!",10.0
"Perfect studio for visiting Montreal and resting after a day of walking in the heat. 

In fact, the apartment is quite cool.",10.0
"It is a cozy basement apartment that has almost everything you might need, but it could be cleaner regarding towels and dust. It was sad to mention that I didn't feel very welcome there as during my 3-night stay I was reminded twice to check out before 10 am as there were other visitors arriving right after us. For the wifi connection, you would have to use a little bit of logic as the details provided are not quite right. Overall, it is a nice place for this price.",10.0
"We enjoyed staying at Janie's place. It's a small basement apartment. The metro is within walking distance, and parking was easy. We recommend it.",10.0
